,Ball_Count,PKG_Dimension,PKG_Height,RTD_SETUP,tester,equip_id,Due_Date,Suggest_Date,Last_PM,Event_Code,Code,Semi_State_ID,Standard_work_time,Location,Status,PM_duration,Type,Freq,Cur,Due,warning,critical,handler,NOTE
259,168B,168/169FBGA13.5X13.5,0.9-1.45,168/169FBGA13.5X13.5_128X_0.9-1.45_1074,SM3016-0072,TW322SM-0137,2022-07-29 00:00:00,2022-07-28 00:00:00,2022-07-14 03:43:57.870,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,PRODUCTIVE          ,0.5,T01-TFC1-P0527,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0137,
260,168B,168/169FBGA13.5X13.5,0.9-1.45,168/169FBGA13.5X13.5_128X_0.9-1.45_1074,SM3016-0072,TW322SM-0137,2022-08-07 23:59:00,2022-08-06 23:59:00,2021-08-07 04:47:43.507,TEMP PM,TEMPERATURE VERIFICATION,PRODUCTIVE          ,24.0,T01-TFC1-P0527,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,365.0,30.0,1.0,TW322SM-0137,
261,441B,441/441FBGA14X14,1.1-1.1,441/441FBGA14X14_64-128X_1.1-1.1_1291,SM3316-0087,SM3316-0087,2022-08-13 23:59:00,2022-08-12 23:59:00,2022-07-14 16:26:53.487,CLEAN AND INSPECTION,CLEAN AND INSPECTION,ENGINEERING         ,0.5,T01-TFC1-P1321,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0405,
262,200B,200/264FBGA10X14.5,0.835-0.95,200/264FBGA10X14.5_128X_0.835-0.95_1126,SM3016-0099,TW322SM-0169,2022-07-27 23:59:00,2022-07-26 23:59:00,2022-06-27 18:41:52.640,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0222,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0169,
263,200B,200/264FBGA10X14.5,0.835-0.95,200/264FBGA10X14.5_128X_0.835-0.95_1126,SM3016-0099,TW322SM-0169,2022-07-27 23:59:00,2022-07-26 23:59:00,2022-06-27 18:41:52.653,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),PRODUCTIVE          ,6.0,T01-TFC1-P0222,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0169,
264,200B,200/264FBGA10X14.5,0.835-0.95,200/264FBGA10X14.5_128X_0.835-0.95_1126,SM3016-0099,TW322SM-0169,2022-07-27 23:59:00,2022-07-26 23:59:00,2022-06-27 18:41:52.670,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),PRODUCTIVE          ,6.0,T01-TFC1-P0222,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0169,
265,200B,200/264FBGA10X14.5,0.835-0.95,200/264FBGA10X14.5_128X_0.835-0.95_1126,SM3016-0099,TW322SM-0169,2022-07-31 23:59:00,2022-07-26 23:59:00,2022-01-30 05:45:12.037,PM 6 MONTH,TECHWING SEMI ANNUAL PM,PRODUCTIVE          ,8.0,T01-TFC1-P0222,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,182.0,30.0,1.0,TW322SM-0169,
266,200B,200/264FBGA10X14.5,0.835-0.95,200/264FBGA10X14.5_128X_0.835-0.95_1126,SM3016-0099,TW322SM-0169,2022-07-28 23:59:00,2022-07-26 23:59:00,2022-07-13 01:13:06.330,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,PRODUCTIVE          ,0.5,T01-TFC1-P0222,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0169,
267,877B,877/968FBGA6.6X13.1,0.79-0.79,877/968FBGA6.6X13.1_64X_0.79-0.79_1231,SM3016-0200,SM3016-0200,2022-07-26 23:59:00,2022-07-25 23:59:00,2022-06-26 23:01:06.870,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0602,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0260,
268,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0171,TW322SM-0234,2022-07-29 23:59:00,2022-07-28 23:59:00,2022-06-29 17:36:52.157,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0112,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0234,
269,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0171,TW322SM-0234,2022-07-29 23:59:00,2022-07-28 23:59:00,2022-06-29 17:36:52.170,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),PRODUCTIVE          ,6.0,T01-TFC1-P0112,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0234,
270,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0171,TW322SM-0234,2022-07-29 23:59:00,2022-07-28 23:59:00,2022-06-29 17:36:52.170,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),PRODUCTIVE          ,6.0,T01-TFC1-P0112,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0234,
271,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0171,TW322SM-0234,2022-07-29 23:59:00,2022-07-28 23:59:00,2022-07-14 03:44:11.213,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,PRODUCTIVE          ,0.5,T01-TFC1-P0112,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0234,
272,134B,134/170FBGA10X11.5,0.65-1.1T,134/170FBGA10X11.5_128-256X_0.65-1.1T_0740,SMG2P-0058,TW322SM-0429,2022-07-26 23:59:00,2022-07-25 23:59:00,2022-06-26 12:52:16.077,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0826,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0429,
273,134B,134/170FBGA10X11.5,0.65-1.1T,134/170FBGA10X11.5_128-256X_0.65-1.1T_0740,SMG2P-0058,TW322SM-0429,2022-07-26 23:59:00,2022-07-25 23:59:00,2022-06-26 12:52:16.093,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),PRODUCTIVE          ,6.0,T01-TFC1-P0826,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0429,
274,134B,134/170FBGA10X11.5,0.65-1.1T,134/170FBGA10X11.5_128-256X_0.65-1.1T_0740,SMG2P-0058,TW322SM-0429,2022-07-26 23:59:00,2022-07-25 23:59:00,2022-06-26 12:52:16.093,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),PRODUCTIVE          ,6.0,T01-TFC1-P0826,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0429,
275,134B,134/170FBGA10X11.5,0.65-1.1T,134/170FBGA10X11.5_128-256X_0.65-1.1T_0740,SMG2P-0058,TW322SM-0429,2022-07-27 23:59:00,2022-07-25 23:59:00,2022-04-28 19:00:45.073,PM 3 MONTH,TW322SM 3 MONTH PM,PRODUCTIVE          ,6.0,T01-TFC1-P0826,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,90.0,14.0,1.0,TW322SM-0429,
276,134B,134/170FBGA10X11.5,0.65-1.1T,134/170FBGA10X11.5_128-256X_0.65-1.1T_0740,SMG2P-0058,TW322SM-0429,2022-07-26 23:59:00,2022-07-25 23:59:00,2022-07-11 07:17:35.983,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,PRODUCTIVE          ,0.5,T01-TFC1-P0826,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0429,
277,315B,315/315FBGA12.4X15,1.1-1.1,315/315FBGA12.4X15_256X_1.1-1.1_1329,SM3316-0171,TW322SM-0463,2022-08-05 23:59:00,2022-08-04 23:59:00,2022-07-06 18:49:32.603,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P1415,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0463,
278,315B,315/315FBGA12.4X15,1.1-1.1,315/315FBGA12.4X15_256X_1.1-1.1_1329,SM3316-0171,TW322SM-0463,2022-08-05 23:59:00,2022-08-04 23:59:00,2022-07-06 18:49:32.620,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),PRODUCTIVE          ,6.0,T01-TFC1-P1415,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0463,
279,315B,315/315FBGA12.4X15,1.1-1.1,315/315FBGA12.4X15_256X_1.1-1.1_1329,SM3316-0171,TW322SM-0463,2022-08-05 23:59:00,2022-08-04 23:59:00,2022-07-06 18:49:32.620,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),PRODUCTIVE          ,6.0,T01-TFC1-P1415,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0463,
280,315B,315/315FBGA12.4X15,1.1-1.1,315/315FBGA12.4X15_256X_1.1-1.1_1329,SM3316-0171,TW322SM-0463,2022-08-05 23:59:00,2022-08-04 23:59:00,N/A,PM 3 MONTH,TW322SM 3 MONTH PM,PRODUCTIVE          ,6.0,T01-TFC1-P1415,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,90.0,14.0,1.0,TW322SM-0463,
281,315B,315/315FBGA12.4X15,1.1-1.1,315/315FBGA12.4X15_256X_1.1-1.1_1329,SM3316-0171,TW322SM-0463,2022-07-21 23:59:00,2022-07-20 23:59:00,2022-07-06 18:49:32.637,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,PRODUCTIVE          ,0.5,T01-TFC1-P1415,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0463,
282,496B,496/756FBGA14X12.4,0.58-0.67,496/756FBGA14X12.4_64-128X_0.58-0.67_ION_1210,SM3316-0159,SM3316-0159,2022-07-22 23:59:00,2022-07-21 23:59:00,2022-06-22 15:37:40.703,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P1619,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0449,
283,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0141,TW322SM-0217,2022-08-08 23:59:00,2022-08-07 23:59:00,2022-07-09 12:23:53.263,CLEAN AND INSPECTION,CLEAN AND INSPECTION,STANDBY             ,0.5,T01-TFC1-P0125,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0217,
284,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0141,TW322SM-0217,2022-08-16 23:59:00,2022-08-15 23:59:00,2021-08-16 06:28:49.170,Ionizer Pin change,Ionizer Pin change,STANDBY             ,0.5,T01-TFC1-P0125,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,365.0,30.0,1.0,TW322SM-0217,
285,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0141,TW322SM-0217,2022-08-08 23:59:00,2022-08-07 23:59:00,2022-07-09 12:23:53.263,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),STANDBY             ,6.0,T01-TFC1-P0125,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0217,
286,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0141,TW322SM-0217,2022-08-08 23:59:00,2022-08-07 23:59:00,2022-07-09 12:23:53.277,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),STANDBY             ,6.0,T01-TFC1-P0125,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0217,
287,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0141,TW322SM-0217,2022-07-24 23:59:00,2022-07-23 23:59:00,2022-07-09 12:23:53.293,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,STANDBY             ,0.5,T01-TFC1-P0125,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0217,
288,200B,200/264FBGA10X14.5,0.8-0.8,200/264FBGA10X14.5_256X_0.8-0.8_1311,SM3316-0014,TW322SM-0388,2022-08-17 23:59:00,2022-08-16 23:59:00,2022-07-18 15:13:47.437,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0918,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0388,
289,200B,200/264FBGA10X14.5,0.8-0.8,200/264FBGA10X14.5_256X_0.8-0.8_1311,SM3316-0014,TW322SM-0388,2022-08-17 23:59:00,2022-08-16 23:59:00,2022-07-18 15:13:47.450,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),PRODUCTIVE          ,6.0,T01-TFC1-P0918,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0388,
290,200B,200/264FBGA10X14.5,0.8-0.8,200/264FBGA10X14.5_256X_0.8-0.8_1311,SM3316-0014,TW322SM-0388,2022-08-17 23:59:00,2022-08-16 23:59:00,2022-07-18 15:13:47.467,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),PRODUCTIVE          ,6.0,T01-TFC1-P0918,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0388,
291,200B,200/264FBGA10X14.5,0.8-0.8,200/264FBGA10X14.5_256X_0.8-0.8_1311,SM3316-0014,TW322SM-0388,2022-08-02 23:59:00,2022-08-01 23:59:00,2022-07-18 15:13:47.483,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,PRODUCTIVE          ,0.5,T01-TFC1-P0918,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0388,
292,168B,168/529FBGA12X12,0.7-1.45,168/529FBGA12X12_128X_0.7-1.45_0701,SMG2P-0112,SMG2P-0112,2022-07-25 23:59:00,2022-07-24 23:59:00,2022-06-25 16:36:45.040,CLEAN AND INSPECTION,CLEAN AND INSPECTION,STANDBY             ,0.5,T01-TFC1-P0827,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0391,
293,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0061,TW322SM-0131,2022-07-31 23:59:00,2022-07-30 23:59:00,2022-07-01 12:30:59.100,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P1316,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0131,
294,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0061,TW322SM-0131,2022-07-31 23:59:00,2022-07-30 23:59:00,2022-07-01 12:30:59.117,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),PRODUCTIVE          ,6.0,T01-TFC1-P1316,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0131,
295,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0061,TW322SM-0131,2022-07-31 23:59:00,2022-07-30 23:59:00,2022-07-01 12:30:59.117,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),PRODUCTIVE          ,6.0,T01-TFC1-P1316,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0131,
296,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0061,TW322SM-0131,2022-08-04 23:59:00,2022-07-30 23:59:00,2022-02-03 21:04:10.467,PM 6 MONTH,TECHWING SEMI ANNUAL PM,PRODUCTIVE          ,8.0,T01-TFC1-P1316,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,182.0,30.0,1.0,TW322SM-0131,
297,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0061,TW322SM-0131,2022-07-31 23:59:00,2022-07-30 23:59:00,2022-07-16 04:46:01.373,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,PRODUCTIVE          ,0.5,T01-TFC1-P1316,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0131,
298,496B,496/756FBGA14X12.4,0.69-0.71,496/756FBGA14X12.4_128X_0.69-0.71_1266,SM3316-0016,TW322SM-0357,2022-07-28 23:59:00,2022-07-27 23:59:00,2022-06-28 13:15:16.583,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P1004,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0357,
299,496B,496/756FBGA14X12.4,0.69-0.71,496/756FBGA14X12.4_128X_0.69-0.71_1266,SM3316-0016,TW322SM-0357,2022-07-28 23:59:00,2022-07-27 23:59:00,2022-06-28 13:15:16.600,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),PRODUCTIVE          ,6.0,T01-TFC1-P1004,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0357,
300,496B,496/756FBGA14X12.4,0.69-0.71,496/756FBGA14X12.4_128X_0.69-0.71_1266,SM3316-0016,TW322SM-0357,2022-07-28 23:59:00,2022-07-27 23:59:00,2022-06-28 13:15:16.600,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),PRODUCTIVE          ,6.0,T01-TFC1-P1004,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0357,
301,496B,496/756FBGA14X12.4,0.69-0.71,496/756FBGA14X12.4_128X_0.69-0.71_1266,SM3316-0016,TW322SM-0357,2022-07-29 23:59:00,2022-07-27 23:59:00,2022-04-30 07:14:54.370,PM 3 MONTH,TW322SM 3 MONTH PM,PRODUCTIVE          ,6.0,T01-TFC1-P1004,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,90.0,14.0,1.0,TW322SM-0357,
302,496B,496/756FBGA14X12.4,0.69-0.71,496/756FBGA14X12.4_128X_0.69-0.71_1266,SM3316-0016,TW322SM-0357,2022-07-28 23:59:00,2022-07-27 23:59:00,2022-07-13 05:17:08.173,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,PRODUCTIVE          ,0.5,T01-TFC1-P1004,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0357,
303,400B,400/2255FBGA12.75X16.98,0.61-0.61,400/2255FBGA12.75X16.98_64-128X_0.61-0.61_1312,SM3316-0178,SM3316-0178,2022-07-21 23:59:00,2022-07-20 23:59:00,N/A,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P1404,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0470,
304,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0169,SM3016-0169,2022-08-13 23:59:00,2022-08-12 23:59:00,2022-07-14 13:17:53.013,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0406,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0223,
305,216B,216/841FBGA12X12,0.59-1.0,216/841FBGA12X12_64X_0.59-1.0_0772,SMG2P-0138,SMG2P-0138,2022-08-13 23:59:00,2022-08-12 23:59:00,2022-07-14 23:38:31.867,CLEAN AND INSPECTION,CLEAN AND INSPECTION,STANDBY             ,0.5,T01-TFC1-P0722,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322HM-0024,
306,406B,406/2296FBGA12.63X17.26,0.52-0.61,406/2296FBGA12.63X17.26_128X_0.52-0.61_1373,SM3316-0176,SM3316-0176,2022-08-09 23:59:00,2022-08-08 23:59:00,2022-07-10 05:21:47.693,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P1402,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0468,
307,640B,640/968FBGA6.8X13.1,1.01-1.01,640/968FBGA6.8X13.1_128X_1.01-1.01_1328,SM3316-0156,SM3316-0156,2022-08-08 23:59:00,2022-08-07 23:59:00,2022-07-09 18:31:05.537,CLEAN AND INSPECTION,CLEAN AND INSPECTION,NON-SCHEDULED       ,0.5,T01-TFC1-P1621,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0447,
308,315B,315/315FBGA12.4X15,1.3-1.3,315/315FBGA12.4X15_256X_1.3-1.3_1329,SM3316-0005,TW322SM-0342,2022-08-16 23:59:00,2022-08-15 23:59:00,2022-07-17 13:47:26.100,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0714,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0342,
309,315B,315/315FBGA12.4X15,1.3-1.3,315/315FBGA12.4X15_256X_1.3-1.3_1329,SM3316-0005,TW322SM-0342,2022-08-16 23:59:00,2022-08-15 23:59:00,2022-07-17 13:47:26.117,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),PRODUCTIVE          ,6.0,T01-TFC1-P0714,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0342,
310,315B,315/315FBGA12.4X15,1.3-1.3,315/315FBGA12.4X15_256X_1.3-1.3_1329,SM3316-0005,TW322SM-0342,2022-08-16 23:59:00,2022-08-15 23:59:00,2022-07-17 13:47:26.117,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),PRODUCTIVE          ,6.0,T01-TFC1-P0714,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0342,
311,315B,315/315FBGA12.4X15,1.3-1.3,315/315FBGA12.4X15_256X_1.3-1.3_1329,SM3316-0005,TW322SM-0342,2022-08-17 23:59:00,2022-08-15 23:59:00,2022-05-19 01:32:19.050,PM 3 MONTH,TW322SM 3 MONTH PM,PRODUCTIVE          ,6.0,T01-TFC1-P0714,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,90.0,14.0,1.0,TW322SM-0342,
312,315B,315/315FBGA12.4X15,1.3-1.3,315/315FBGA12.4X15_256X_1.3-1.3_1329,SM3316-0005,TW322SM-0342,2022-08-01 23:59:00,2022-07-31 23:59:00,2022-07-17 13:47:26.130,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,PRODUCTIVE          ,0.5,T01-TFC1-P0714,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0342,
313,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_TORSION_PEEK_1112,SM3016-0080,SM3016-0080,2022-07-21 23:59:00,2022-07-20 23:59:00,2022-06-21 06:16:46.090,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0503,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0140,
314,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_TORSION_PEEK_1112,SM3016-0080,SM3016-0080,2022-07-25 23:59:00,2022-07-20 23:59:00,N/A,PM 6 MONTH,6 MONTH PREVENTIVE MAINT,PRODUCTIVE          ,8.0,T01-TFC1-P0503,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,182.0,30.0,1.0,TW322SM-0140,
315,496B,496/756FBGA14X12.4,0.58-0.67,496/756FBGA14X12.4_64-128X_0.58-0.67_ION_1210,SM3316-0131,TW322SM-0421,2022-07-22 23:59:00,2022-07-21 23:59:00,2022-06-22 14:32:48.813,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P1524,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0421,
316,496B,496/756FBGA14X12.4,0.58-0.67,496/756FBGA14X12.4_64-128X_0.58-0.67_ION_1210,SM3316-0131,TW322SM-0421,2022-08-03 23:59:00,2022-08-02 23:59:00,N/A,Ionizer Pin change,Ionizer Pin change,PRODUCTIVE          ,0.5,T01-TFC1-P1524,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,365.0,30.0,1.0,TW322SM-0421,
317,496B,496/756FBGA14X12.4,0.58-0.67,496/756FBGA14X12.4_64-128X_0.58-0.67_ION_1210,SM3316-0131,TW322SM-0421,2022-07-22 23:59:00,2022-07-21 23:59:00,2022-06-22 14:32:48.813,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),PRODUCTIVE          ,6.0,T01-TFC1-P1524,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0421,
318,496B,496/756FBGA14X12.4,0.58-0.67,496/756FBGA14X12.4_64-128X_0.58-0.67_ION_1210,SM3316-0131,TW322SM-0421,2022-07-22 23:59:00,2022-07-21 23:59:00,2022-06-22 14:32:48.800,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),PRODUCTIVE          ,6.0,T01-TFC1-P1524,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0421,
