,Ball_Count,PKG_Dimension,PKG_Height,RTD_SETUP,tester,equip_id,Due_Date,Suggest_Date,Last_PM,Event_Code,Code,Semi_State_ID,Standard_work_time,Location,Status,PM_duration,Type,Freq,Cur,Due,warning,critical,handler,NOTE
319,496B,496/756FBGA14X12.4,0.58-0.67,496/756FBGA14X12.4_64-128X_0.58-0.67_ION_1210,SM3316-0131,TW322SM-0421,2022-08-03 23:59:00,2022-08-02 23:59:00,N/A,PM 1 YEAR,TECHWING ANNUAL PM,PRODUCTIVE          ,12.0,T01-TFC1-P1524,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,365.0,30.0,1.0,TW322SM-0421,
320,496B,496/756FBGA14X12.4,0.58-0.67,496/756FBGA14X12.4_64-128X_0.58-0.67_ION_1210,SM3316-0131,TW322SM-0421,2022-07-23 23:59:00,2022-07-21 23:59:00,2022-04-24 06:45:30.567,PM 3 MONTH,TW322SM 3 MONTH PM,PRODUCTIVE          ,6.0,T01-TFC1-P1524,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,90.0,14.0,1.0,TW322SM-0421,
321,496B,496/756FBGA14X12.4,0.58-0.67,496/756FBGA14X12.4_64-128X_0.58-0.67_ION_1210,SM3316-0131,TW322SM-0421,2022-07-26 23:59:00,2022-07-21 23:59:00,2022-01-25 18:54:55.030,PM 6 MONTH,TECHWING SEMI ANNUAL PM,PRODUCTIVE          ,8.0,T01-TFC1-P1524,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,182.0,30.0,1.0,TW322SM-0421,
322,496B,496/756FBGA14X12.4,0.58-0.67,496/756FBGA14X12.4_64-128X_0.58-0.67_ION_1210,SM3316-0131,TW322SM-0421,2022-07-22 23:59:00,2022-07-21 23:59:00,2022-07-07 01:26:42.267,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,PRODUCTIVE          ,0.5,T01-TFC1-P1524,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0421,
323,200B,200/264FBGA10X14.5,1.14-1.14,200/264FBGA10X14.5_256X_1.14-1.14_1311,SM3316-0169,TW322SM-0461,2022-07-27 23:59:00,2022-07-26 23:59:00,2022-06-27 13:52:38.470,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P1417,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0461,
324,200B,200/264FBGA10X14.5,1.14-1.14,200/264FBGA10X14.5_256X_1.14-1.14_1311,SM3316-0169,TW322SM-0461,2022-07-27 23:59:00,2022-07-26 23:59:00,2022-06-27 13:52:38.470,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),PRODUCTIVE          ,6.0,T01-TFC1-P1417,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0461,
325,200B,200/264FBGA10X14.5,1.14-1.14,200/264FBGA10X14.5_256X_1.14-1.14_1311,SM3316-0169,TW322SM-0461,2022-07-27 23:59:00,2022-07-26 23:59:00,2022-06-27 13:52:38.483,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),PRODUCTIVE          ,6.0,T01-TFC1-P1417,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0461,
326,200B,200/264FBGA10X14.5,1.14-1.14,200/264FBGA10X14.5_256X_1.14-1.14_1311,SM3316-0169,TW322SM-0461,2022-07-27 23:59:00,2022-07-26 23:59:00,N/A,PM 3 MONTH,TW322SM 3 MONTH PM,PRODUCTIVE          ,6.0,T01-TFC1-P1417,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,90.0,14.0,1.0,TW322SM-0461,
327,200B,200/264FBGA10X14.5,1.14-1.14,200/264FBGA10X14.5_256X_1.14-1.14_1311,SM3316-0169,TW322SM-0461,2022-07-27 23:59:00,2022-07-26 23:59:00,2022-07-12 05:49:59.847,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,PRODUCTIVE          ,0.5,T01-TFC1-P1417,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0461,
328,315B,315/315FBGA12.4X15,1.1-1.1,315/315FBGA12.4X15_256X_1.1-1.1_1329,SM3316-0171,SM3316-0171,2022-08-05 23:59:00,2022-08-04 23:59:00,2022-07-06 18:49:54.583,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P1415,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0463,
329,400B,400/2255FBGA12.75X16.98,0.61-0.61,400/2255FBGA12.75X16.98_64-128X_0.61-0.61_1312,SM3316-0119,SM3316-0119,2022-08-03 23:59:00,2022-08-02 23:59:00,2022-07-04 16:07:28.933,CLEAN AND INSPECTION,CLEAN AND INSPECTION,NON-SCHEDULED       ,0.5,T01-TFC1-P1426,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0419,
330,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0181,SM3016-0181,2022-07-25 23:59:00,2022-07-24 23:59:00,2022-06-25 02:45:21.090,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0506,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0244,
331,496B,496/756FBGA14X12.4,0.69-0.71,496/756FBGA14X12.4_128X_0.69-0.71_1266,SM3316-0049,SM3316-0049,2022-07-31 23:59:00,2022-07-30 23:59:00,2022-07-01 14:48:18.550,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P1118,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0380,
332,896B,896/900BBGA31X31,N/A,896/900BBGA31X31_64X_1036,SM3116-0010,M6245-0010,2022-07-29 23:59:00,2022-07-28 23:59:00,2022-06-29 14:48:11.667,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0709,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,M6245-0010,
333,896B,896/900BBGA31X31,N/A,896/900BBGA31X31_64X_1036,SM3116-0010,M6245-0010,2022-07-29 23:59:00,2022-07-28 23:59:00,2022-06-29 14:48:11.680,PM 1 MONTH,M6245 PM 1 Month,PRODUCTIVE          ,6.0,T01-TFC1-P0709,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,M6245-0010,
334,896B,896/900BBGA31X31,N/A,896/900BBGA31X31_64X_1036,SM3116-0010,M6245-0010,2022-07-29 23:59:00,2022-07-28 23:59:00,2022-06-29 14:48:11.710,PM 1 MONTH,M6245 HMC System Ionizer Verify 1 Month PM (PM 1 MONTH),PRODUCTIVE          ,6.0,T01-TFC1-P0709,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,M6245-0010,
335,896B,896/900BBGA31X31,N/A,896/900BBGA31X31_64X_1036,SM3116-0010,M6245-0010,2022-07-21 23:59:00,2022-07-20 23:59:00,2022-07-14 14:54:55.300,PM 1 WEEK,M6245 PM 1 WEEK,PRODUCTIVE          ,2.0,T01-TFC1-P0709,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,7.0,3.0,1.0,M6245-0010,
336,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0183,SM3016-0183,2022-07-31 23:59:00,2022-07-30 23:59:00,2022-07-01 07:16:32.497,CLEAN AND INSPECTION,CLEAN AND INSPECTION,ENGINEERING         ,0.5,T01-TFC1-P0111,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0246,
337,556B,556/841FBGA12.4X12.4,1.1-1.1,556/841FBGA12.4X12.4_64-128X_1.1-1.1_1104,SM3016-0029,TW322SM-0083,2022-08-16 23:59:00,2022-08-15 23:59:00,2022-07-17 12:51:11.570,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),SCHEDULED_DOWNTIME  ,6.0,T01-TFC1-P0609,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0083,
338,556B,556/841FBGA12.4X12.4,1.1-1.1,556/841FBGA12.4X12.4_64-128X_1.1-1.1_1104,SM3016-0029,TW322SM-0083,2022-08-16 23:59:00,2022-08-15 23:59:00,2022-07-17 12:51:11.570,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),SCHEDULED_DOWNTIME  ,6.0,T01-TFC1-P0609,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0083,
339,178B,178/221FBGA11X11.5,0.75-0.85,178/221FBGA11X11.5_64-128X_0.75-0.85_0822_ION,SMG2P-0064,SMG2P-0064,2022-08-11 23:59:00,2022-08-10 23:59:00,2022-07-12 08:58:38.430,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0822,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0486,
340,496B,496/756FBGA14X12.4,0.58-0.67,496/756FBGA14X12.4_64-128X_0.58-0.67_ION_1210,SM3316-0159,TW322SM-0449,2022-07-22 23:59:00,2022-07-21 23:59:00,2022-06-22 15:37:22.737,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P1619,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0449,
341,496B,496/756FBGA14X12.4,0.58-0.67,496/756FBGA14X12.4_64-128X_0.58-0.67_ION_1210,SM3316-0159,TW322SM-0449,2022-07-22 23:59:00,2022-07-21 23:59:00,2022-06-22 15:37:22.750,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),PRODUCTIVE          ,6.0,T01-TFC1-P1619,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0449,
342,496B,496/756FBGA14X12.4,0.58-0.67,496/756FBGA14X12.4_64-128X_0.58-0.67_ION_1210,SM3316-0159,TW322SM-0449,2022-07-22 23:59:00,2022-07-21 23:59:00,2022-06-22 15:37:22.767,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),PRODUCTIVE          ,6.0,T01-TFC1-P1619,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0449,
343,496B,496/756FBGA14X12.4,0.58-0.67,496/756FBGA14X12.4_64-128X_0.58-0.67_ION_1210,SM3316-0159,TW322SM-0449,2022-07-22 23:59:00,2022-07-21 23:59:00,2022-07-07 01:26:53.670,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,PRODUCTIVE          ,0.5,T01-TFC1-P1619,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0449,
344,200B,200/264FBGA10X14.5,0.8-0.8,200/264FBGA10X14.5_256X_0.8-0.8_1311,SM3316-0020,SM3316-0020,2022-07-31 23:59:00,2022-07-30 23:59:00,2022-07-01 14:46:34.133,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0916,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0364,
345,640B,640/968FBGA6.8X13.1,1.01-1.01,640/968FBGA6.8X13.1_128X_1.01-1.01_1328,SM3316-0149,TW322SM-0441,2022-07-28 23:59:00,2022-07-27 23:59:00,2022-06-28 17:25:14.047,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P1522,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0441,
346,640B,640/968FBGA6.8X13.1,1.01-1.01,640/968FBGA6.8X13.1_128X_1.01-1.01_1328,SM3316-0149,TW322SM-0441,2022-07-28 23:59:00,2022-07-27 23:59:00,2022-06-28 17:25:14.047,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),PRODUCTIVE          ,6.0,T01-TFC1-P1522,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0441,
347,640B,640/968FBGA6.8X13.1,1.01-1.01,640/968FBGA6.8X13.1_128X_1.01-1.01_1328,SM3316-0149,TW322SM-0441,2022-07-28 23:59:00,2022-07-27 23:59:00,2022-06-28 17:25:14.060,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),PRODUCTIVE          ,6.0,T01-TFC1-P1522,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0441,
348,640B,640/968FBGA6.8X13.1,1.01-1.01,640/968FBGA6.8X13.1_128X_1.01-1.01_1328,SM3316-0149,TW322SM-0441,2022-07-28 23:59:00,2022-07-27 23:59:00,2022-04-29 07:01:12.823,PM 3 MONTH,TW322SM 3 MONTH PM,PRODUCTIVE          ,6.0,T01-TFC1-P1522,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,90.0,14.0,1.0,TW322SM-0441,
349,640B,640/968FBGA6.8X13.1,1.01-1.01,640/968FBGA6.8X13.1_128X_1.01-1.01_1328,SM3316-0149,TW322SM-0441,2022-08-01 23:59:00,2022-07-27 23:59:00,N/A,PM 6 MONTH,TECHWING SEMI ANNUAL PM,PRODUCTIVE          ,8.0,T01-TFC1-P1522,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,182.0,30.0,1.0,TW322SM-0441,
350,640B,640/968FBGA6.8X13.1,1.01-1.01,640/968FBGA6.8X13.1_128X_1.01-1.01_1328,SM3316-0149,TW322SM-0441,2022-07-28 23:59:00,2022-07-27 23:59:00,2022-07-13 05:17:09.863,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,PRODUCTIVE          ,0.5,T01-TFC1-P1522,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0441,
351,180B,180/252FBGA12X14,1.2-1.2,180/252FBGA12X14_128X_1.2-1.2_DISSIPATIVE_1421,SM3316-0184,SM3316-0184,2022-07-30 23:59:00,2022-07-29 23:59:00,N/A,CLEAN AND INSPECTION,CLEAN AND INSPECTION,SCHEDULED_DOWNTIME  ,0.5,T01-TFC1-P1408,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0476,
352,200B,200/264FBGA10X14.5,1.1-1.1,200/264FBGA10X14.5_128X_1.1-1.1_1126,SM3016-0125,TW322SM-0191,2022-08-18 23:59:00,2022-08-17 23:59:00,2022-07-19 05:03:05.157,CLEAN AND INSPECTION,CLEAN AND INSPECTION,STANDBY             ,0.5,T01-TFC1-P0118,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0191,
353,200B,200/264FBGA10X14.5,1.1-1.1,200/264FBGA10X14.5_128X_1.1-1.1_1126,SM3016-0125,TW322SM-0191,2022-08-18 23:59:00,2022-08-17 23:59:00,2022-07-19 05:03:05.173,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),STANDBY             ,6.0,T01-TFC1-P0118,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0191,
354,200B,200/264FBGA10X14.5,1.1-1.1,200/264FBGA10X14.5_128X_1.1-1.1_1126,SM3016-0125,TW322SM-0191,2022-08-18 23:59:00,2022-08-17 23:59:00,2022-07-19 05:03:05.203,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),STANDBY             ,6.0,T01-TFC1-P0118,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0191,
355,200B,200/264FBGA10X14.5,1.1-1.1,200/264FBGA10X14.5_128X_1.1-1.1_1126,SM3016-0125,TW322SM-0191,2022-08-03 23:59:00,2022-08-02 23:59:00,2022-07-19 05:03:05.220,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,STANDBY             ,0.5,T01-TFC1-P0118,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0191,
356,376B,376/1156FBGA14X14,0.66-0.71,376/1156FBGA14X14_64-128X_0.66-0.71_1056,SM3016-0158,TW322SM-0196,2022-08-18 23:59:00,2022-08-17 23:59:00,2022-07-19 06:53:28.557,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0512,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0196,
357,376B,376/1156FBGA14X14,0.66-0.71,376/1156FBGA14X14_64-128X_0.66-0.71_1056,SM3016-0158,TW322SM-0196,2022-08-18 23:59:00,2022-08-17 23:59:00,2022-07-19 06:53:28.570,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),PRODUCTIVE          ,6.0,T01-TFC1-P0512,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0196,
358,376B,376/1156FBGA14X14,0.66-0.71,376/1156FBGA14X14_64-128X_0.66-0.71_1056,SM3016-0158,TW322SM-0196,2022-08-18 23:59:00,2022-08-17 23:59:00,2022-07-19 06:53:28.570,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),PRODUCTIVE          ,6.0,T01-TFC1-P0512,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0196,
359,376B,376/1156FBGA14X14,0.66-0.71,376/1156FBGA14X14_64-128X_0.66-0.71_1056,SM3016-0158,TW322SM-0196,2022-08-01 23:59:00,2022-07-31 23:59:00,2022-07-17 23:40:07.630,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,PRODUCTIVE          ,0.5,T01-TFC1-P0512,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0196,
360,200B,200/264FBGA10X14.5,1.1-1.1,200/264FBGA10X14.5_128X_1.1-1.1_1126,SM3016-0027,SM3016-0027,2022-08-18 23:59:00,2022-08-17 23:59:00,2022-07-19 04:56:06.510,CLEAN AND INSPECTION,CLEAN AND INSPECTION,ENGINEERING         ,0.5,T01-TFC1-P0422,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0041,
361,200B,200/264FBGA10X14.5,0.8-0.8,200/264FBGA10X14.5_256X_0.8-0.8_1311,SM3316-0188,TW322SM-0480,2022-08-11 23:59:00,2022-08-10 23:59:00,N/A,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0905,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0480,
362,200B,200/264FBGA10X14.5,0.8-0.8,200/264FBGA10X14.5_256X_0.8-0.8_1311,SM3316-0188,TW322SM-0480,2022-08-11 23:59:00,2022-08-10 23:59:00,N/A,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),PRODUCTIVE          ,6.0,T01-TFC1-P0905,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0480,
363,200B,200/264FBGA10X14.5,0.8-0.8,200/264FBGA10X14.5_256X_0.8-0.8_1311,SM3316-0188,TW322SM-0480,2022-08-11 23:59:00,2022-08-10 23:59:00,N/A,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),PRODUCTIVE          ,6.0,T01-TFC1-P0905,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0480,
364,200B,200/264FBGA10X14.5,0.8-0.8,200/264FBGA10X14.5_256X_0.8-0.8_1311,SM3316-0188,TW322SM-0480,2022-08-11 23:59:00,2022-08-10 23:59:00,N/A,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,PRODUCTIVE          ,0.5,T01-TFC1-P0905,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0480,
365,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0096,SM3016-0096,2022-08-03 23:59:00,2022-08-02 23:59:00,2022-07-04 16:00:20.840,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0227,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0166,
366,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0162,TW322SM-0200,2022-08-07 23:59:00,2022-08-06 23:59:00,2022-07-08 02:18:07.780,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0203,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0200,
367,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0162,TW322SM-0200,2022-08-07 23:59:00,2022-08-06 23:59:00,2022-07-08 02:18:07.797,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),PRODUCTIVE          ,6.0,T01-TFC1-P0203,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0200,
368,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0162,TW322SM-0200,2022-08-07 23:59:00,2022-08-06 23:59:00,2022-07-08 02:18:07.797,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),PRODUCTIVE          ,6.0,T01-TFC1-P0203,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0200,
369,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0162,TW322SM-0200,2022-07-23 23:59:00,2022-07-22 23:59:00,2022-07-08 02:18:07.813,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,PRODUCTIVE          ,0.5,T01-TFC1-P0203,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0200,
370,315B,315/315FBGA12.4X15,1.3-1.3,315/315FBGA12.4X15_256X_1.3-1.3_1329,SM3316-0155,TW322SM-0446,2022-08-08 23:59:00,2022-08-07 23:59:00,2022-07-09 18:29:08.443,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P1622,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0446,
371,315B,315/315FBGA12.4X15,1.3-1.3,315/315FBGA12.4X15_256X_1.3-1.3_1329,SM3316-0155,TW322SM-0446,2022-08-08 23:59:00,2022-08-07 23:59:00,2022-07-09 18:29:08.443,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),PRODUCTIVE          ,6.0,T01-TFC1-P1622,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0446,
372,315B,315/315FBGA12.4X15,1.3-1.3,315/315FBGA12.4X15_256X_1.3-1.3_1329,SM3316-0155,TW322SM-0446,2022-08-08 23:59:00,2022-08-07 23:59:00,2022-07-09 18:29:08.460,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),PRODUCTIVE          ,6.0,T01-TFC1-P1622,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0446,
373,315B,315/315FBGA12.4X15,1.3-1.3,315/315FBGA12.4X15_256X_1.3-1.3_1329,SM3316-0155,TW322SM-0446,2022-08-08 23:59:00,2022-08-07 23:59:00,2022-05-10 13:37:50.713,PM 3 MONTH,TW322SM 3 MONTH PM,PRODUCTIVE          ,6.0,T01-TFC1-P1622,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,90.0,14.0,1.0,TW322SM-0446,
374,315B,315/315FBGA12.4X15,1.3-1.3,315/315FBGA12.4X15_256X_1.3-1.3_1329,SM3316-0155,TW322SM-0446,2022-08-11 23:59:00,2022-08-07 23:59:00,N/A,PM 6 MONTH,TECHWING SEMI ANNUAL PM,PRODUCTIVE          ,8.0,T01-TFC1-P1622,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,182.0,30.0,1.0,TW322SM-0446,
375,315B,315/315FBGA12.4X15,1.3-1.3,315/315FBGA12.4X15_256X_1.3-1.3_1329,SM3316-0155,TW322SM-0446,2022-07-24 23:59:00,2022-07-23 23:59:00,2022-07-09 18:29:08.460,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,PRODUCTIVE          ,0.5,T01-TFC1-P1622,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0446,
376,896B,896/900BBGA31X31,3.73-4.2,896/900BBGA31X31_64X_3.73-4.2_ION_0999,SM3016-0164,SM3016-0164,2022-07-21 23:59:00,2022-07-20 23:59:00,2022-06-21 00:35:55.330,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0304,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0211,
377,496B,496/756FBGA14X12.4,0.69-0.71,496/756FBGA14X12.4_128X_0.69-0.71_1266,SM3316-0019,SM3316-0019,2022-08-11 23:59:00,2022-08-10 23:59:00,2022-07-12 14:40:38.117,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P1007,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0358,
378,216B,216/841FBGA12X12,0.59-1.0,216/841FBGA12X12_64X_0.59-1.0_0772,SMG2P-0138,TW322HM-0024,2022-08-13 23:59:00,2022-08-12 23:59:00,2022-07-14 23:38:10.553,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0722,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322HM-0024,
379,216B,216/841FBGA12X12,0.59-1.0,216/841FBGA12X12_64X_0.59-1.0_0772,SMG2P-0138,TW322HM-0024,2022-08-13 23:59:00,2022-08-12 23:59:00,2022-07-14 23:38:10.570,PM 1 MONTH,TW322HM IONIZER 1 MONTH PM,PRODUCTIVE          ,6.0,T01-TFC1-P0722,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322HM-0024,
